Best: 42060.801 d 57939.199 d% 0.579 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.120s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.274s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.331s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.415s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.996s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.450s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.394s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.062s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 5.970s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.372s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.554s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.244s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.351s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.373s)
Best: 41319.663 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.319s)
Best: 41319.400 d 0.263 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.395s)
Best: 41318.048 d 1.352 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.438s)
Best: 41314.404 d 3.644 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.277s)
Best: 41310.404 d 4.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.338s)
Best: 41308.619 d 1.785 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.337s)
Best: 41305.702 d 2.917 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.876s)
Best: 41302.882 d 2.821 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.349s)
Best: 41302.882 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.342s)
Best: 41300.014 d 2.868 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.333s)
Best: 41297.082 d 2.932 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.878s)
Best: 41297.082 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.389s)
Best: 41294.939 d 2.143 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.337s)
Best: 41292.950 d 1.989 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.231s)
Best: 41290.973 d 1.977 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.327s)
Best: 41290.745 d 0.228 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.322s)
Best: 41290.130 d 0.614 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.314s)
Best: 41289.334 d 0.797 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.356s)
Best: 41288.959 d 0.375 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.031s)
Best: 41288.271 d 0.688 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.223s)
Best: 41287.812 d 0.459 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.099s)
Best: 41287.347 d 0.465 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.638s)
Best: 41286.964 d 0.383 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.943s)
Best: 41286.840 d 0.124 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.188s)
Best: 41286.655 d 0.185 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.319s)
Best: 41286.429 d 0.225 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.513s)
Best: 41286.298 d 0.131 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.175s)
Best: 41286.261 d 0.037 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.303s)
Best: 41286.123 d 0.137 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.268s)
Best: 41286.059 d 0.064 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.467s)
Best: 41286.011 d 0.048 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.282s)
Best: 41285.969 d 0.042 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.659s)
Best: 41285.933 d 0.036 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.338s)
Best: 41285.894 d 0.039 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.267s)
Best: 41285.858 d 0.036 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.504s)
Best: 41285.855 d 0.003 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.436s)
Best: 41285.840 d 0.015 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.273s)
Best: 41285.834 d 0.006 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.983s)
Best: 41285.833 d 0.002 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.375s)
Best: 41285.827 d 0.006 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.655s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.419s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.135s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 5.974s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.279s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.687s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.218s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.195s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.309s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.316s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.732s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.346s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.373s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.329s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.419s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.957s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.288s)
Best: 41285.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.387s)
Best: 41285.168 d 0.659 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.376s)
Best: 41283.361 d 1.806 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.378s)
Best: 41279.521 d 3.841 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.349s)
Best: 41276.716 d 2.805 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.112s)
Best: 41275.725 d 0.990 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.330s)
Best: 41273.664 d 2.061 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.513s)
Best: 41272.190 d 1.474 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.303s)
Best: 41270.539 d 1.651 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.996s)
Best: 41269.925 d 0.613 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.374s)
Best: 41269.149 d 0.776 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.270s)
Best: 41268.211 d 0.938 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.530s)
Best: 41267.891 d 0.320 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.124s)
Best: 41266.796 d 1.095 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.285s)
Best: 41266.796 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.427s)
Best: 41266.245 d 0.551 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.317s)
Best: 41266.082 d 0.163 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.001s)
Best: 41265.458 d 0.623 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.318s)
Best: 41265.434 d 0.025 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.625s)
Best: 41265.280 d 0.154 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.194s)
Best: 41264.934 d 0.346 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.828s)
Best: 41264.836 d 0.098 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.302s)
Best: 41264.656 d 0.180 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.394s)
Best: 41264.443 d 0.213 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.114s)
Best: 41264.411 d 0.032 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.594s)
Best: 41264.363 d 0.048 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.528s)
Best: 41264.270 d 0.093 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.218s)
Best: 41264.228 d 0.041 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.383s)
Best: 41264.201 d 0.027 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.983s)
Best: 41264.177 d 0.024 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.357s)
Best: 41264.143 d 0.034 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.368s)
Best: 41264.142 d 0.001 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.339s)
Best: 41264.127 d 0.015 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.377s)
Best: 41264.125 d 0.001 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.358s)
Best: 41264.117 d 0.009 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.482s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.294s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.309s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 5.981s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.662s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.336s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.387s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.457s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.051s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.232s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.734s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.406s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.411s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.380s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.232s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.403s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.574s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.271s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.317s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.282s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.401s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.609s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.442s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.075s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.197s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.384s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.495s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.321s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.469s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.296s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.431s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.417s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.813s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.682s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.322s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.692s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.392s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.527s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.146s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.343s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.363s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.288s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.031s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.429s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.235s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.643s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 5.887s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.543s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.230s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.327s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.345s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.507s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.479s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.285s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.288s)
Best: 41264.117 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.403s)
Best: 41260.645 d 3.471 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.485s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.043s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.129s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.292s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.109s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.244s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.319s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.242s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.308s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.180s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.344s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.412s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.652s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.992s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.107s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.350s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.217s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.218s)
Best: 41260.645 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.602s)
Best: 41254.546 d 6.099 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.349s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.033s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.015s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.111s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 5.870s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.315s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.818s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.820s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.608s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.311s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.466s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.241s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.614s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.534s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.366s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.849s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.452s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.424s)
Best: 41254.546 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.302s)
Best: 41249.985 d 4.561 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 5.943s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 5.851s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.581s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.275s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.024s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 5.851s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.406s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.449s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.655s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.479s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.427s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.143s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.984s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.373s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.511s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.274s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.928s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.374s)
Best: 41249.985 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.035s)
Best: 41242.433 d 7.552 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.382s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.427s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.169s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.474s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.368s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.232s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.327s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.383s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.593s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.177s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.437s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.382s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.433s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.596s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.299s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.393s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.997s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.312s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.394s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.575s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.287s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.338s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.388s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.037s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.845s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.425s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.477s)
Best: 41242.433 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.408s)
