Best: 38200.625 d 61799.375 d% 0.618 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.284s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.483s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.001s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.458s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.105s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.761s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.885s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.573s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.572s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.898s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.582s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.570s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.547s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.507s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.540s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.519s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.560s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.256s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.231s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.594s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.433s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.758s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.961s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.642s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.958s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.447s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.299s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.661s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.521s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.329s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.407s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.690s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.728s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.175s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.714s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.457s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.082s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.111s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.708s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.450s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.579s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.300s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.103s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.612s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.530s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.901s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.685s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.451s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.997s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.497s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.905s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.421s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.225s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.223s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.691s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 7.056s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.436s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.634s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.943s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.419s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.833s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.403s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.545s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.657s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.433s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.492s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.464s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.778s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.515s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.224s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.659s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.546s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.510s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.521s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.903s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.165s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.933s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.532s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.440s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.198s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.466s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.598s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.645s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.260s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.618s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.659s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.801s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.312s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.492s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.207s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.512s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.841s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.616s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.770s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.507s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.536s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.458s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.543s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.487s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.675s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.861s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.347s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.468s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.558s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.301s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.649s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.019s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.500s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.653s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.709s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.793s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.487s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.578s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.884s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.505s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.523s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.627s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.530s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.777s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.877s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.602s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.479s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.581s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.932s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.212s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.168s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.418s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.619s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.527s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.523s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.524s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.874s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.693s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.495s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.595s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.137s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.377s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.554s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.657s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.819s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.436s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.484s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.548s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.497s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.279s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.243s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.515s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.524s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.503s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.419s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.416s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.447s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.563s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.491s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.503s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.545s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.959s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.515s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.516s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.426s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.488s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.519s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.151s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.669s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.271s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.081s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.995s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.515s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.536s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.688s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.783s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.507s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.509s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.376s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.469s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.534s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.256s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.635s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.492s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.622s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.496s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.416s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.293s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.179s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.557s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.613s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.378s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.199s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.663s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.448s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.179s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.330s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.267s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.459s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.090s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.367s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.451s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.591s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.635s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.750s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.336s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.423s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.623s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.739s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.097s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.412s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.213s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.648s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.015s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.484s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.197s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.084s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.400s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.549s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.567s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.631s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.711s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.502s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.553s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.520s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.650s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.229s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.095s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.263s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.129s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.877s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.495s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.765s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.433s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.982s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.199s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.489s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.541s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.193s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.092s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.487s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.560s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.450s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.506s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.414s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.492s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.154s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.000s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.433s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.522s)
